protein,has_esm2,esm2_file,has_prott5,prott5_file,has_structure,structure_file,structure_last_dim,structure_dim_ok
P45973,True,P45973.pt,True,P45973.pt,True,P45973.pt,112,True
P45974,True,P45974.pt,True,P45974.pt,True,P45974.pt,112,True
P46060,True,P46060.pt,True,P46060.pt,True,P46060.pt,112,True
P46063,True,P46063.pt,True,P46063.pt,True,P46063.pt,112,True
P46087,True,P46087.pt,True,P46087.pt,True,P46087.pt,112,True
P46108,True,P46108.pt,True,P46108.pt,True,P46108.pt,112,True
P46199,True,P46199.pt,True,P46199.pt,True,P46199.pt,112,True
P46379,True,P46379.pt,True,P46379.pt,True,P46379.pt,112,True
P46459,True,P46459.pt,True,P46459.pt,True,P46459.pt,112,True
P46736,True,P46736.pt,True,P46736.pt,True,P46736.pt,112,True
P46776,True,P46776.pt,True,P46776.pt,True,P46776.pt,112,True
P46777,True,P46777.pt,True,P46777.pt,True,P46777.pt,112,True
P46778,True,P46778.pt,True,P46778.pt,True,P46778.pt,112,True
P46779,True,P46779.pt,True,P46779.pt,True,P46779.pt,112,True
P46781,True,P46781.pt,True,P46781.pt,True,P46781.pt,112,True
P46782,True,P46782.pt,True,P46782.pt,True,P46782.pt,112,True
P46926,True,P46926.pt,True,P46926.pt,True,P46926.pt,112,True
P46934,True,P46934.pt,True,P46934.pt,True,P46934.pt,112,True
P46937,True,P46937.pt,True,P46937.pt,True,P46937.pt,112,True
P46940,True,P46940.pt,True,P46940.pt,True,P46940.pt,112,True
P47712,True,P47712.pt,True,P47712.pt,True,P47712.pt,112,True
P47755,True,P47755.pt,True,P47755.pt,True,P47755.pt,112,True
P47897,True,P47897.pt,True,P47897.pt,True,P47897.pt,112,True
P47914,True,P47914.pt,True,P47914.pt,True,P47914.pt,112,True
P48047,True,P48047.pt,True,P48047.pt,True,P48047.pt,112,True
P48147,True,P48147.pt,True,P48147.pt,True,P48147.pt,112,True
P48200,True,P48200.pt,True,P48200.pt,True,P48200.pt,112,True
P48444,True,P48444.pt,True,P48444.pt,True,P48444.pt,112,True
P48449,True,P48449.pt,True,P48449.pt,True,P48449.pt,112,True
P48507,True,P48507.pt,True,P48507.pt,True,P48507.pt,112,True
P48509,True,P48509.pt,True,P48509.pt,True,P48509.pt,112,True
P48553,True,P48553.pt,True,P48553.pt,True,P48553.pt,112,True
P48556,True,P48556.pt,True,P48556.pt,True,P48556.pt,112,True
P48634,True,P48634.pt,True,P48634.pt,True,P48634.pt,112,True
P48637,True,P48637.pt,True,P48637.pt,True,P48637.pt,112,True
P48643,True,P48643.pt,True,P48643.pt,True,P48643.pt,112,True
P48651,True,P48651.pt,True,P48651.pt,True,P48651.pt,112,True
P48723,True,P48723.pt,True,P48723.pt,True,P48723.pt,112,True
P48729,True,P48729.pt,True,P48729.pt,True,P48729.pt,112,True
P48735,True,P48735.pt,True,P48735.pt,True,P48735.pt,112,True
P48739,True,P48739.pt,True,P48739.pt,True,P48739.pt,112,True
P48960,True,P48960.pt,True,P48960.pt,True,P48960.pt,112,True
P49023,True,P49023.pt,True,P49023.pt,True,P49023.pt,112,True
P49207,True,P49207.pt,True,P49207.pt,True,P49207.pt,112,True
P49247,True,P49247.pt,True,P49247.pt,True,P49247.pt,112,True
P49257,True,P49257.pt,True,P49257.pt,True,P49257.pt,112,True
P49321,True,P49321.pt,True,P49321.pt,True,P49321.pt,112,True
P49327,True,P49327.pt,True,P49327.pt,True,P49327.pt,112,True
P49418,True,P49418.pt,True,P49418.pt,True,P49418.pt,112,True
P49419,True,P49419.pt,True,P49419.pt,True,P49419.pt,112,True
P49458,True,P49458.pt,True,P49458.pt,True,P49458.pt,112,True
P49585,True,P49585.pt,True,P49585.pt,True,P49585.pt,112,True
P49589,True,P49589.pt,True,P49589.pt,True,P49589.pt,112,True
P49591,True,P49591.pt,True,P49591.pt,True,P49591.pt,112,True
P49641,True,P49641.pt,True,P49641.pt,True,P49641.pt,112,True
P49642,True,P49642.pt,True,P49642.pt,True,P49642.pt,112,True
P49643,True,P49643.pt,True,P49643.pt,True,P49643.pt,112,True
P49662,True,P49662.pt,True,P49662.pt,True,P49662.pt,112,True
P49711,True,P49711.pt,True,P49711.pt,True,P49711.pt,112,True
P49720,True,P49720.pt,True,P49720.pt,True,P49720.pt,112,True
P49721,True,P49721.pt,True,P49721.pt,True,P49721.pt,112,True
P49736,True,P49736.pt,True,P49736.pt,True,P49736.pt,112,True
P49748,True,P49748.pt,True,P49748.pt,True,P49748.pt,112,True
P49750,True,P49750.pt,True,P49750.pt,True,P49750.pt,112,True
P49753,True,P49753.pt,True,P49753.pt,True,P49753.pt,112,True
P49754,True,P49754.pt,True,P49754.pt,True,P49754.pt,112,True
P49755,True,P49755.pt,True,P49755.pt,True,P49755.pt,112,True
P49756,True,P49756.pt,True,P49756.pt,True,P49756.pt,112,True
P49770,True,P49770.pt,True,P49770.pt,True,P49770.pt,112,True
P49773,True,P49773.pt,True,P49773.pt,True,P49773.pt,112,True
P49790,True,P49790.pt,True,P49790.pt,True,P49790.pt,112,True
P49821,True,P49821.pt,True,P49821.pt,True,P49821.pt,112,True
P49902,True,P49902.pt,True,P49902.pt,True,P49902.pt,112,True
P49903,True,P49903.pt,True,P49903.pt,True,P49903.pt,112,True
P49914,True,P49914.pt,True,P49914.pt,True,P49914.pt,112,True
P49915,True,P49915.pt,True,P49915.pt,True,P49915.pt,112,True
P49916,True,P49916.pt,True,P49916.pt,True,P49916.pt,112,True
P49959,True,P49959.pt,True,P49959.pt,True,P49959.pt,112,True
P50135,True,P50135.pt,True,P50135.pt,True,P50135.pt,112,True
P50402,True,P50402.pt,True,P50402.pt,True,P50402.pt,112,True
P50416,True,P50416.pt,True,P50416.pt,True,P50416.pt,112,True
P50443,True,P50443.pt,True,P50443.pt,True,P50443.pt,112,True
P50454,True,P50454.pt,True,P50454.pt,True,P50454.pt,112,True
P50502,True,P50502.pt,True,P50502.pt,True,P50502.pt,112,True
P50542,True,P50542.pt,True,P50542.pt,True,P50542.pt,112,True
P50548,True,P50548.pt,True,P50548.pt,True,P50548.pt,112,True
P50552,True,P50552.pt,True,P50552.pt,True,P50552.pt,112,True
P50579,True,P50579.pt,True,P50579.pt,True,P50579.pt,112,True
P50747,True,P50747.pt,True,P50747.pt,True,P50747.pt,112,True
P50748,True,P50748.pt,True,P50748.pt,True,P50748.pt,112,True
P50914,True,P50914.pt,True,P50914.pt,True,P50914.pt,112,True
P50990,True,P50990.pt,True,P50990.pt,True,P50990.pt,112,True
P50995,True,P50995.pt,True,P50995.pt,True,P50995.pt,112,True
P51003,True,P51003.pt,True,P51003.pt,True,P51003.pt,112,True
P51116,True,P51116.pt,True,P51116.pt,True,P51116.pt,112,True
P51149,True,P51149.pt,True,P51149.pt,True,P51149.pt,112,True
P51398,True,P51398.pt,True,P51398.pt,True,P51398.pt,112,True
P51452,True,P51452.pt,True,P51452.pt,True,P51452.pt,112,True
P51532,True,P51532.pt,True,P51532.pt,True,P51532.pt,112,True
P51570,True,P51570.pt,True,P51570.pt,True,P51570.pt,112,True
P51572,True,P51572.pt,True,P51572.pt,True,P51572.pt,112,True
P51580,True,P51580.pt,True,P51580.pt,True,P51580.pt,112,True
P51610,True,P51610.pt,True,P51610.pt,True,P51610.pt,112,True
P51648,True,P51648.pt,True,P51648.pt,True,P51648.pt,112,True
P51649,True,P51649.pt,True,P51649.pt,True,P51649.pt,112,True
P51659,True,P51659.pt,True,P51659.pt,True,P51659.pt,112,True
P51665,True,P51665.pt,True,P51665.pt,True,P51665.pt,112,True
P51784,True,P51784.pt,True,P51784.pt,True,P51784.pt,112,True
P51809,True,P51809.pt,True,P51809.pt,True,P51809.pt,112,True
P51970,True,P51970.pt,True,P51970.pt,True,P51970.pt,112,True
P51991,True,P51991.pt,True,P51991.pt,True,P51991.pt,112,True
P52209,True,P52209.pt,True,P52209.pt,True,P52209.pt,112,True
P52272,True,P52272.pt,True,P52272.pt,True,P52272.pt,112,True
P52294,True,P52294.pt,True,P52294.pt,True,P52294.pt,112,True
P52298,True,P52298.pt,True,P52298.pt,True,P52298.pt,112,True
P52435,True,P52435.pt,True,P52435.pt,True,P52435.pt,112,True
P52565,True,P52565.pt,True,P52565.pt,True,P52565.pt,112,True
P52594,True,P52594.pt,True,P52594.pt,True,P52594.pt,112,True
P52701,True,P52701.pt,True,P52701.pt,True,P52701.pt,112,True
P52732,True,P52732.pt,True,P52732.pt,True,P52732.pt,112,True
P52735,True,P52735.pt,True,P52735.pt,True,P52735.pt,112,True
P52788,True,P52788.pt,True,P52788.pt,True,P52788.pt,112,True
P52815,True,P52815.pt,True,P52815.pt,True,P52815.pt,112,True
P52948,True,P52948.pt,True,P52948.pt,True,P52948.pt,112,True
P53004,True,P53004.pt,True,P53004.pt,True,P53004.pt,112,True
P53007,True,P53007.pt,True,P53007.pt,True,P53007.pt,112,True
P53041,True,P53041.pt,True,P53041.pt,True,P53041.pt,112,True
P53367,True,P53367.pt,True,P53367.pt,True,P53367.pt,112,True
P53384,True,P53384.pt,True,P53384.pt,True,P53384.pt,112,True
P53396,True,P53396.pt,True,P53396.pt,True,P53396.pt,112,True
P53597,True,P53597.pt,True,P53597.pt,True,P53597.pt,112,True
P53602,True,P53602.pt,True,P53602.pt,True,P53602.pt,112,True
P53609,True,P53609.pt,True,P53609.pt,True,P53609.pt,112,True
P53611,True,P53611.pt,True,P53611.pt,True,P53611.pt,112,True
P53618,True,P53618.pt,True,P53618.pt,True,P53618.pt,112,True
P53621,True,P53621.pt,True,P53621.pt,True,P53621.pt,112,True
P53701,True,P53701.pt,True,P53701.pt,True,P53701.pt,112,True
P53801,True,P53801.pt,True,P53801.pt,True,P53801.pt,112,True
P53804,True,P53804.pt,True,P53804.pt,True,P53804.pt,112,True
P53816,True,P53816.pt,True,P53816.pt,True,P53816.pt,112,True
P53985,True,P53985.pt,True,P53985.pt,True,P53985.pt,112,True
P53990,True,P53990.pt,True,P53990.pt,True,P53990.pt,112,True
P53992,True,P53992.pt,True,P53992.pt,True,P53992.pt,112,True
P53999,True,P53999.pt,True,P53999.pt,True,P53999.pt,112,True
P54136,True,P54136.pt,True,P54136.pt,True,P54136.pt,112,True
P54252,True,P54252.pt,True,P54252.pt,True,P54252.pt,112,True
P54577,True,P54577.pt,True,P54577.pt,True,P54577.pt,112,True
P54578,True,P54578.pt,True,P54578.pt,True,P54578.pt,112,True
P54709,True,P54709.pt,True,P54709.pt,True,P54709.pt,112,True
P54727,True,P54727.pt,True,P54727.pt,True,P54727.pt,112,True
P54819,True,P54819.pt,True,P54819.pt,True,P54819.pt,112,True
P54851,True,P54851.pt,True,P54851.pt,True,P54851.pt,112,True
P54886,True,P54886.pt,True,P54886.pt,True,P54886.pt,112,True
P54920,True,P54920.pt,True,P54920.pt,True,P54920.pt,112,True
P55008,True,P55008.pt,True,P55008.pt,True,P55008.pt,112,True
P55010,True,P55010.pt,True,P55010.pt,True,P55010.pt,112,True
P55011,True,P55011.pt,True,P55011.pt,True,P55011.pt,112,True
P55060,True,P55060.pt,True,P55060.pt,True,P55060.pt,112,True
P55072,True,P55072.pt,True,P55072.pt,True,P55072.pt,112,True
P55081,True,P55081.pt,True,P55081.pt,True,P55081.pt,112,True
P55084,True,P55084.pt,True,P55084.pt,True,P55084.pt,112,True
P55145,True,P55145.pt,True,P55145.pt,True,P55145.pt,112,True
P55209,True,P55209.pt,True,P55209.pt,True,P55209.pt,112,True
P55210,True,P55210.pt,True,P55210.pt,True,P55210.pt,112,True
P55263,True,P55263.pt,True,P55263.pt,True,P55263.pt,112,True
P55265,True,P55265.pt,True,P55265.pt,True,P55265.pt,112,True
P55327,True,P55327.pt,True,P55327.pt,True,P55327.pt,112,True
P55735,True,P55735.pt,True,P55735.pt,True,P55735.pt,112,True
P55769,True,P55769.pt,True,P55769.pt,True,P55769.pt,112,True
P55786,True,P55786.pt,True,P55786.pt,True,P55786.pt,112,True
P55809,True,P55809.pt,True,P55809.pt,True,P55809.pt,112,True
P55854,True,P55854.pt,True,P55854.pt,True,P55854.pt,112,True
P55884,True,P55884.pt,True,P55884.pt,True,P55884.pt,112,True
P56192,True,P56192.pt,True,P56192.pt,True,P56192.pt,112,True
P56199,True,P56199.pt,True,P56199.pt,True,P56199.pt,112,True
P56270,True,P56270.pt,True,P56270.pt,True,P56270.pt,112,True
P56378,True,P56378.pt,True,P56378.pt,True,P56378.pt,112,True
P56385,True,P56385.pt,True,P56385.pt,True,P56385.pt,112,True
P56545,True,P56545.pt,True,P56545.pt,True,P56545.pt,112,True
P56715,True,P56715.pt,True,P56715.pt,True,P56715.pt,112,True
P56937,True,P56937.pt,True,P56937.pt,True,P56937.pt,112,True
P56945,True,P56945.pt,True,P56945.pt,True,P56945.pt,112,True
P57076,True,P57076.pt,True,P57076.pt,True,P57076.pt,112,True
P57081,True,P57081.pt,True,P57081.pt,True,P57081.pt,112,True
P57678,True,P57678.pt,True,P57678.pt,True,P57678.pt,112,True
P57723,True,P57723.pt,True,P57723.pt,True,P57723.pt,112,True
P57740,True,P57740.pt,True,P57740.pt,True,P57740.pt,112,True
P58546,True,P58546.pt,True,P58546.pt,True,P58546.pt,112,True
P58557,True,P58557.pt,True,P58557.pt,True,P58557.pt,112,True
P59998,True,P59998.pt,True,P59998.pt,True,P59998.pt,112,True
P60002,True,P60002.pt,True,P60002.pt,True,P60002.pt,112,True
P60059,True,P60059.pt,True,P60059.pt,True,P60059.pt,112,True
P60228,True,P60228.pt,True,P60228.pt,True,P60228.pt,112,True
P60484,True,P60484.pt,True,P60484.pt,True,P60484.pt,112,True
P60866,True,P60866.pt,True,P60866.pt,True,P60866.pt,112,True
P60896,True,P60896.pt,True,P60896.pt,True,P60896.pt,112,True
P60983,True,P60983.pt,True,P60983.pt,True,P60983.pt,112,True
P61009,True,P61009.pt,True,P61009.pt,True,P61009.pt,112,True
P61011,True,P61011.pt,True,P61011.pt,True,P61011.pt,112,True
P61081,True,P61081.pt,True,P61081.pt,True,P61081.pt,112,True
P61086,True,P61086.pt,True,P61086.pt,True,P61086.pt,112,True
P61158,True,P61158.pt,True,P61158.pt,True,P61158.pt,112,True
P61201,True,P61201.pt,True,P61201.pt,True,P61201.pt,112,True
P61221,True,P61221.pt,True,P61221.pt,True,P61221.pt,112,True
P61247,True,P61247.pt,True,P61247.pt,True,P61247.pt,112,True
P61254,True,P61254.pt,True,P61254.pt,True,P61254.pt,112,True
P61289,True,P61289.pt,True,P61289.pt,True,P61289.pt,112,True
P61313,True,P61313.pt,True,P61313.pt,True,P61313.pt,112,True
P61353,True,P61353.pt,True,P61353.pt,True,P61353.pt,112,True
P61421,True,P61421.pt,True,P61421.pt,True,P61421.pt,112,True
P61457,True,P61457.pt,True,P61457.pt,True,P61457.pt,112,True
P61604,True,P61604.pt,True,P61604.pt,True,P61604.pt,112,True
P61619,True,P61619.pt,True,P61619.pt,True,P61619.pt,112,True
P61758,True,P61758.pt,True,P61758.pt,True,P61758.pt,112,True
P61764,True,P61764.pt,True,P61764.pt,True,P61764.pt,112,True
P61769,True,P61769.pt,True,P61769.pt,True,P61769.pt,112,True
P61916,True,P61916.pt,True,P61916.pt,True,P61916.pt,112,True
P61923,True,P61923.pt,True,P61923.pt,True,P61923.pt,112,True
P61927,True,P61927.pt,True,P61927.pt,True,P61927.pt,112,True
P61964,True,P61964.pt,True,P61964.pt,True,P61964.pt,112,True
P61966,True,P61966.pt,True,P61966.pt,True,P61966.pt,112,True
P61978,True,P61978.pt,True,P61978.pt,True,P61978.pt,112,True
P62072,True,P62072.pt,True,P62072.pt,True,P62072.pt,112,True
P62081,True,P62081.pt,True,P62081.pt,True,P62081.pt,112,True
P62136,True,P62136.pt,True,P62136.pt,True,P62136.pt,112,True
P62191,True,P62191.pt,True,P62191.pt,True,P62191.pt,112,True
P62241,True,P62241.pt,True,P62241.pt,True,P62241.pt,112,True
P62244,True,P62244.pt,True,P62244.pt,True,P62244.pt,112,True
P62249,True,P62249.pt,True,P62249.pt,True,P62249.pt,112,True
P62256,True,P62256.pt,True,P62256.pt,True,P62256.pt,112,True
P62258,True,P62258.pt,True,P62258.pt,True,P62258.pt,112,True
P62263,True,P62263.pt,True,P62263.pt,True,P62263.pt,112,True
P62266,True,P62266.pt,True,P62266.pt,True,P62266.pt,112,True
P62269,True,P62269.pt,True,P62269.pt,True,P62269.pt,112,True
P62273,True,P62273.pt,True,P62273.pt,True,P62273.pt,112,True
P62277,True,P62277.pt,True,P62277.pt,True,P62277.pt,112,True
P62280,True,P62280.pt,True,P62280.pt,True,P62280.pt,112,True
P62304,True,P62304.pt,True,P62304.pt,True,P62304.pt,112,True
P62306,True,P62306.pt,True,P62306.pt,True,P62306.pt,112,True
P62316,True,P62316.pt,True,P62316.pt,True,P62316.pt,112,True
P62318,True,P62318.pt,True,P62318.pt,True,P62318.pt,112,True
P62424,True,P62424.pt,True,P62424.pt,True,P62424.pt,112,True
P62495,True,P62495.pt,True,P62495.pt,True,P62495.pt,112,True
P62633,True,P62633.pt,True,P62633.pt,True,P62633.pt,112,True
P62750,True,P62750.pt,True,P62750.pt,True,P62750.pt,112,True
P62753,True,P62753.pt,True,P62753.pt,True,P62753.pt,112,True
P62805,True,P62805.pt,True,P62805.pt,True,P62805.pt,112,True
P62826,True,P62826.pt,True,P62826.pt,True,P62826.pt,112,True
P62829,True,P62829.pt,True,P62829.pt,True,P62829.pt,112,True
P62841,True,P62841.pt,True,P62841.pt,True,P62841.pt,112,True
P62847,True,P62847.pt,True,P62847.pt,True,P62847.pt,112,True
P62851,True,P62851.pt,True,P62851.pt,True,P62851.pt,112,True
P62854,True,P62854.pt,True,P62854.pt,True,P62854.pt,112,True
P62857,True,P62857.pt,True,P62857.pt,True,P62857.pt,112,True
P62873,True,P62873.pt,True,P62873.pt,True,P62873.pt,112,True
P62877,True,P62877.pt,True,P62877.pt,True,P62877.pt,112,True
P62888,True,P62888.pt,True,P62888.pt,True,P62888.pt,112,True
P62891,True,P62891.pt,True,P62891.pt,True,P62891.pt,112,True
P62899,True,P62899.pt,True,P62899.pt,True,P62899.pt,112,True
P62906,True,P62906.pt,True,P62906.pt,True,P62906.pt,112,True
P62910,True,P62910.pt,True,P62910.pt,True,P62910.pt,112,True
P62913,True,P62913.pt,True,P62913.pt,True,P62913.pt,112,True
P62917,True,P62917.pt,True,P62917.pt,True,P62917.pt,112,True
P62993,True,P62993.pt,True,P62993.pt,True,P62993.pt,112,True
P63167,True,P63167.pt,True,P63167.pt,True,P63167.pt,112,True
P63173,True,P63173.pt,True,P63173.pt,True,P63173.pt,112,True
P63208,True,P63208.pt,True,P63208.pt,True,P63208.pt,112,True
P63220,True,P63220.pt,True,P63220.pt,True,P63220.pt,112,True
P63241,True,P63241.pt,True,P63241.pt,True,P63241.pt,112,True
P63244,True,P63244.pt,True,P63244.pt,True,P63244.pt,112,True
P63272,True,P63272.pt,True,P63272.pt,True,P63272.pt,112,True
P63279,True,P63279.pt,True,P63279.pt,True,P63279.pt,112,True
P67812,True,P67812.pt,True,P67812.pt,True,P67812.pt,112,True
P68400,True,P68400.pt,True,P68400.pt,True,P68400.pt,112,True
P68431,True,P68431.pt,True,P68431.pt,True,P68431.pt,112,True
P78310,True,P78310.pt,True,P78310.pt,True,P78310.pt,112,True
P78316,True,P78316.pt,True,P78316.pt,True,P78316.pt,112,True
P78318,True,P78318.pt,True,P78318.pt,True,P78318.pt,112,True
P78330,True,P78330.pt,True,P78330.pt,True,P78330.pt,112,True
P78344,True,P78344.pt,True,P78344.pt,True,P78344.pt,112,True
P78345,True,P78345.pt,True,P78345.pt,True,P78345.pt,112,True
P78347,True,P78347.pt,True,P78347.pt,True,P78347.pt,112,True
P78406,True,P78406.pt,True,P78406.pt,True,P78406.pt,112,True
P78417,True,P78417.pt,True,P78417.pt,True,P78417.pt,112,True
P80723,True,P80723.pt,True,P80723.pt,True,P80723.pt,112,True
P81274,True,P81274.pt,True,P81274.pt,True,P81274.pt,112,True
P82094,True,P82094.pt,True,P82094.pt,True,P82094.pt,112,True
P82650,True,P82650.pt,True,P82650.pt,True,P82650.pt,112,True
P82663,True,P82663.pt,True,P82663.pt,True,P82663.pt,112,True
P82673,True,P82673.pt,True,P82673.pt,True,P82673.pt,112,True
P82675,True,P82675.pt,True,P82675.pt,True,P82675.pt,112,True
P82914,True,P82914.pt,True,P82914.pt,True,P82914.pt,112,True
P82933,True,P82933.pt,True,P82933.pt,True,P82933.pt,112,True
P82970,True,P82970.pt,True,P82970.pt,True,P82970.pt,112,True
P82979,True,P82979.pt,True,P82979.pt,True,P82979.pt,112,True
P83111,True,P83111.pt,True,P83111.pt,True,P83111.pt,112,True
P83436,True,P83436.pt,True,P83436.pt,True,P83436.pt,112,True
P83731,True,P83731.pt,True,P83731.pt,True,P83731.pt,112,True
P83881,True,P83881.pt,True,P83881.pt,True,P83881.pt,112,True
P84090,True,P84090.pt,True,P84090.pt,True,P84090.pt,112,True
P84098,True,P84098.pt,True,P84098.pt,True,P84098.pt,112,True
P98082,True,P98082.pt,True,P98082.pt,True,P98082.pt,112,True
P98170,True,P98170.pt,True,P98170.pt,True,P98170.pt,112,True
P98173,True,P98173.pt,True,P98173.pt,True,P98173.pt,112,True
P98175,True,P98175.pt,True,P98175.pt,True,P98175.pt,112,True
P99999,True,P99999.pt,True,P99999.pt,True,P99999.pt,112,True
Q00059,True,Q00059.pt,True,Q00059.pt,True,Q00059.pt,112,True
Q00325,True,Q00325.pt,True,Q00325.pt,True,Q00325.pt,112,True
Q00403,True,Q00403.pt,True,Q00403.pt,True,Q00403.pt,112,True
Q00537,True,Q00537.pt,True,Q00537.pt,True,Q00537.pt,112,True
Q00577,True,Q00577.pt,True,Q00577.pt,True,Q00577.pt,112,True
Q00610,True,Q00610.pt,True,Q00610.pt,True,Q00610.pt,112,True
Q00653,True,Q00653.pt,True,Q00653.pt,True,Q00653.pt,112,True
Q00688,True,Q00688.pt,True,Q00688.pt,True,Q00688.pt,112,True
Q00765,True,Q00765.pt,True,Q00765.pt,True,Q00765.pt,112,True
Q00796,True,Q00796.pt,True,Q00796.pt,True,Q00796.pt,112,True
Q01081,True,Q01081.pt,True,Q01081.pt,True,Q01081.pt,112,True
Q01105,True,Q01105.pt,True,Q01105.pt,True,Q01105.pt,112,True
Q01469,True,Q01469.pt,True,Q01469.pt,True,Q01469.pt,112,True
Q01581,True,Q01581.pt,True,Q01581.pt,True,Q01581.pt,112,True
Q01650,True,Q01650.pt,True,Q01650.pt,True,Q01650.pt,112,True
Q01780,True,Q01780.pt,True,Q01780.pt,True,Q01780.pt,112,True
Q01804,True,Q01804.pt,True,Q01804.pt,True,Q01804.pt,112,True
Q01813,True,Q01813.pt,True,Q01813.pt,True,Q01813.pt,112,True
Q01831,True,Q01831.pt,True,Q01831.pt,True,Q01831.pt,112,True
Q01844,True,Q01844.pt,True,Q01844.pt,True,Q01844.pt,112,True
Q01970,True,Q01970.pt,True,Q01970.pt,True,Q01970.pt,112,True
Q02040,True,Q02040.pt,True,Q02040.pt,True,Q02040.pt,112,True
Q02127,True,Q02127.pt,True,Q02127.pt,True,Q02127.pt,112,True
Q02218,True,Q02218.pt,True,Q02218.pt,True,Q02218.pt,112,True
Q02241,True,Q02241.pt,True,Q02241.pt,True,Q02241.pt,112,True
Q02252,True,Q02252.pt,True,Q02252.pt,True,Q02252.pt,112,True
Q02543,True,Q02543.pt,True,Q02543.pt,True,Q02543.pt,112,True
Q02790,True,Q02790.pt,True,Q02790.pt,True,Q02790.pt,112,True
Q02818,True,Q02818.pt,True,Q02818.pt,True,Q02818.pt,112,True
Q02878,True,Q02878.pt,True,Q02878.pt,True,Q02878.pt,112,True
Q02880,True,Q02880.pt,True,Q02880.pt,True,Q02880.pt,112,True
Q03135,True,Q03135.pt,True,Q03135.pt,True,Q03135.pt,112,True
Q03154,True,Q03154.pt,True,Q03154.pt,True,Q03154.pt,112,True
Q03426,True,Q03426.pt,True,Q03426.pt,True,Q03426.pt,112,True
Q03468,True,Q03468.pt,True,Q03468.pt,True,Q03468.pt,112,True
Q03701,True,Q03701.pt,True,Q03701.pt,True,Q03701.pt,112,True
Q04446,True,Q04446.pt,True,Q04446.pt,True,Q04446.pt,112,True
Q04637,True,Q04637.pt,True,Q04637.pt,True,Q04637.pt,112,True
Q04721,True,Q04721.pt,True,Q04721.pt,True,Q04721.pt,112,True
Q04727,True,Q04727.pt,True,Q04727.pt,True,Q04727.pt,112,True
Q04760,True,Q04760.pt,True,Q04760.pt,True,Q04760.pt,112,True
Q04837,True,Q04837.pt,True,Q04837.pt,True,Q04837.pt,112,True
Q04864,True,Q04864.pt,True,Q04864.pt,True,Q04864.pt,112,True
Q05086,True,Q05086.pt,True,Q05086.pt,True,Q05086.pt,112,True
Q05209,True,Q05209.pt,True,Q05209.pt,True,Q05209.pt,112,True
Q05397,True,Q05397.pt,True,Q05397.pt,True,Q05397.pt,112,True
Q05519,True,Q05519.pt,True,Q05519.pt,True,Q05519.pt,112,True
Q05639,True,Q05639.pt,True,Q05639.pt,True,Q05639.pt,112,True
Q05682,True,Q05682.pt,True,Q05682.pt,True,Q05682.pt,112,True
Q06124,True,Q06124.pt,True,Q06124.pt,True,Q06124.pt,112,True
Q06136,True,Q06136.pt,True,Q06136.pt,True,Q06136.pt,112,True
Q06203,True,Q06203.pt,True,Q06203.pt,True,Q06203.pt,112,True
Q06210,True,Q06210.pt,True,Q06210.pt,True,Q06210.pt,112,True
Q06265,True,Q06265.pt,True,Q06265.pt,True,Q06265.pt,112,True
Q06481,True,Q06481.pt,True,Q06481.pt,True,Q06481.pt,112,True
Q06546,True,Q06546.pt,True,Q06546.pt,True,Q06546.pt,112,True
Q06547,True,Q06547.pt,True,Q06547.pt,True,Q06547.pt,112,True
Q06587,True,Q06587.pt,True,Q06587.pt,True,Q06587.pt,112,True
Q07020,True,Q07020.pt,True,Q07020.pt,True,Q07020.pt,112,True
Q07021,True,Q07021.pt,True,Q07021.pt,True,Q07021.pt,112,True
Q07065,True,Q07065.pt,True,Q07065.pt,True,Q07065.pt,112,True
Q07157,True,Q07157.pt,True,Q07157.pt,True,Q07157.pt,112,True
Q07666,True,Q07666.pt,True,Q07666.pt,True,Q07666.pt,112,True
Q07864,True,Q07864.pt,True,Q07864.pt,True,Q07864.pt,112,True
Q07960,True,Q07960.pt,True,Q07960.pt,True,Q07960.pt,112,True
Q08170,True,Q08170.pt,True,Q08170.pt,True,Q08170.pt,112,True
Q08211,True,Q08211.pt,True,Q08211.pt,True,Q08211.pt,112,True
Q08257,True,Q08257.pt,True,Q08257.pt,True,Q08257.pt,112,True
Q08378,True,Q08378.pt,True,Q08378.pt,True,Q08378.pt,112,True
Q08379,True,Q08379.pt,True,Q08379.pt,True,Q08379.pt,112,True
Q08623,True,Q08623.pt,True,Q08623.pt,True,Q08623.pt,112,True
Q08752,True,Q08752.pt,True,Q08752.pt,True,Q08752.pt,112,True
Q08945,True,Q08945.pt,True,Q08945.pt,True,Q08945.pt,112,True
Q08AM6,True,Q08AM6.pt,True,Q08AM6.pt,True,Q08AM6.pt,112,True
Q08J23,True,Q08J23.pt,True,Q08J23.pt,True,Q08J23.pt,112,True
Q09028,True,Q09028.pt,True,Q09028.pt,True,Q09028.pt,112,True
Q09161,True,Q09161.pt,True,Q09161.pt,True,Q09161.pt,112,True
Q0IIM8,True,Q0IIM8.pt,True,Q0IIM8.pt,True,Q0IIM8.pt,112,True
Q0JRZ9,True,Q0JRZ9.pt,True,Q0JRZ9.pt,True,Q0JRZ9.pt,112,True
Q0PNE2,True,Q0PNE2.pt,True,Q0PNE2.pt,True,Q0PNE2.pt,112,True
Q0VDF9,True,Q0VDF9.pt,True,Q0VDF9.pt,True,Q0VDF9.pt,112,True
